Date,Domain,City,Balance,Total_Transaction,Gender,Age,NumOfProducts,HasCrCard,Exited,EstimatedSalary
,,,,,,32,1,0,,33143.04
,,,,,,75,1,1,,123304.62
,,,,,,45,1,1,,141970.02
,,,,,,33,2,1,,37136.15
,,,,,,37,1,1,,199293.01
,,,,,,30,2,0,,161388.22
,,,,,,66,1,1,,70532.53
,,,,,,28,1,1,,144290.25
,,,,,,41,2,1,,96069.82
,,,,,,35,1,1,,185662.84
,,,,,,43,2,0,,17913.25
,,,,,,45,4,1,,101039.53
,,,,,,51,1,0,,156953.54
,,,,,,41,2,0,,28276.83
,,,,,,38,2,1,,84049.16
,,,,,,30,1,1,,147822.44
,,,,,,32,4,1,,9497.99
,,,,,,39,1,1,,87067.73
,,,,,,29,2,1,,23237.25
,,,,,,38,1,1,,27239.28
,,,,,,46,3,1,,151481.86
,,,,,,27,1,1,,114669.79
,,,,,,39,2,0,,116748.14
,,,,,,52,1,1,,90877.76
,,,,,,38,2,1,,133692.88
,,,,,,43,1,0,,30662.91
,,,,,,34,1,1,,191395.88
,,,,,,38,1,0,,106648.58
,,,,,,31,1,1,,50899.91
,,,,,,44,1,1,,115452.51
,,,,,,43,2,1,,64139.1
,,,,,,37,2,0,,22030.72
,,,,,,38,2,1,,38434.73
,,,,,,39,2,0,,42774.84
,,,,,,41,2,1,,158973.77
,,,,,,37,1,1,,34551.35
,,,,,,55,2,1,,101515.76
,,,,,,31,2,1,,9561.73
,,,,,,33,2,1,,168313.17
,,,,,,37,2,1,,55100.09
,,,,,,32,1,1,,31830.06
,,,,,,36,1,1,,71519.4
,,,,,,28,2,0,,32599.35
,,,,,,42,2,0,,139946.68
,,,,,,39,1,1,,110468.51
,,,,,,36,1,0,,74042
,,,,,,37,2,1,,151871.84
,,,,,,37,1,0,,199693.84
,,,,,,58,1,1,,58907.08
,,,,,,59,2,0,,103799.77
,,,,,,39,2,1,,93835.64
,,,,,,46,1,1,,156425.57
,,,,,,25,2,1,,123723.83
,,,,,,30,2,1,,199464.08
,,,,,,39,2,1,,83084.33
,,,,,,35,1,1,,25488.43
,,,,,,18,1,1,,9596.4
,,,,,,37,2,0,,70370.24
,,,,,,34,1,0,,86330.32
,,,,,,62,1,0,,168507.68
,,,,,,36,2,1,,111605.9
,,,,,,31,2,0,,143317.42
,,,,,,36,2,1,,27619.06
,,,,,,64,3,0,,146573.66
,,,,,,23,2,1,,69055.45
,,,,,,46,1,1,,54453.72
,,,,,,40,2,1,,33524.6
,,,,,,27,2,1,,135083.73
,,,,,,32,1,1,,137439.34
,,,,,,33,1,1,,11205.5
,,,,,,43,2,1,,60176.1
,,,,,,20,2,1,,29552.7
,,,,,,30,1,1,,188795.85
,,,,,,24,1,1,,11638.17
,,,,,,32,2,1,,93155.75
,,,,,,29,2,0,,48986.18
,,,,,,40,2,0,,116951.1
,,,,,,39,1,1,,137041.26
,,,,,,38,2,0,,44653.5
,,,,,,52,3,1,,104035.41
,,,,,,32,1,1,,110593.62
,,,,,,47,2,1,,36099.7
,,,,,,37,2,0,,12470.3
,,,,,,38,2,1,,95403.41
,,,,,,39,1,1,,151757.81
,,,,,,30,2,1,,47536.46
,,,,,,25,2,1,,101274.17
,,,,,,34,1,1,,140268.45
,,,,,,41,1,1,,11663.09
,,,,,,35,2,1,,150784.29
,,,,,,78,1,1,,119400.08
,,,,,,32,2,1,,126188.42
,,,,,,36,1,1,,89983.02
,,,,,,44,2,1,,29761.29
,,,,,,31,2,0,,27073.81
,,,,,,65,1,1,,96399.67
,,,,,,38,2,0,,45422.89
,,,,,,46,1,1,,108699.59
,,,,,,46,1,1,,38967.29
,,,,,,38,2,1,,116466.19
,,,,,,34,2,1,,17993.43
,,,,,,30,1,0,,43250.54
,,,,,,35,1,1,,125240.8
,,,,,,23,2,0,,191415.94
,,,,,,25,1,0,,90860.97
,,,,,,34,2,0,,141872.52
,,,,,,55,4,1,,49418.87
,,,,,,51,1,1,,170426.65
,,,,,,42,1,0,,51016.02
,,,,,,34,2,0,,81175.25
,,,,,,38,1,1,,99106.97
,,,,,,48,2,0,,79134.78
,,,,,,49,1,0,,163550.58
,,,,,,46,2,1,,67769.94
,,,,,,34,2,1,,126592.01
,,,,,,44,2,0,,89602.81
,,,,,,37,1,0,,179421.84
,,,,,,24,2,1,,156906.15
,,,,,,42,1,0,,168486.02
,,,,,,47,2,0,,132730.07
,,,,,,33,1,0,,39057.67
,,,,,,43,2,0,,174606.35
,,,,,,48,1,1,,79259.77
,,,,,,24,1,1,,168515.61
,,,,,,46,1,1,,161125.67
,,,,,,45,2,0,,77878.62
,,,,,,32,1,1,,80823.02
,,,,,,39,1,0,,119348.28
,,,,,,32,2,1,,178331.36
,,,,,,49,1,1,,119174.88
,,,,,,38,2,1,,82662.73
,,,,,,30,1,1,,40441.1
,,,,,,43,2,1,,109881.71
,,,,,,48,2,1,,157937.35
,,,,,,45,1,1,,38276.84
,,,,,,33,2,1,,65222.48
,,,,,,31,2,0,,2181.94
,,,,,,30,1,1,,156249.06
,,,,,,50,2,1,,45591.23
,,,,,,27,1,1,,79458.12
,,,,,,44,2,0,,103042.2
,,,,,,34,1,1,,70209.83
,,,,,,25,1,1,,176743.51
,,,,,,60,1,0,,10703.53
,,,,,,74,2,0,,151425.82
,,,,,,34,2,1,,3894.34
,,,,,,26,2,1,,28861.69
,,,,,,28,2,1,,177703.15
,,,,,,57,2,1,,136649.8
,,,,,,31,2,1,,175894.24
,,,,,,33,2,1,,76257.46
,,,,,,25,1,0,,193668.49
,,,,,,39,2,1,,125671.29
,,,,,,51,2,0,,174098.28
,,,,,,31,4,0,,187866.21
,,,,,,39,2,0,,100862.36
,,,,,,38,1,1,,10804.04
,,,,,,48,2,1,,170893.85
,,,,,,28,1,0,,22698.56
,,,,,,50,2,1,,89822.48
,,,,,,41,2,0,,175262.49
,,,,,,43,1,0,,15705.27
,,,,,,58,2,0,,170025.43
,,,,,,35,1,1,,17242.79
,,,,,,23,2,1,,79734.23
,,,,,,35,2,1,,92712.97
,,,,,,39,1,1,,99689.48
,,,,,,54,1,1,,93336.3
,,,,,,31,1,1,,175893.53
,,,,,,50,1,1,,42840.18
,,,,,,41,2,1,,140298.24
,,,,,,45,3,1,,144000.59
,,,,,,23,1,1,,113408.11
,,,,,,33,1,1,,96420.58
,,,,,,41,2,0,,125806.3
,,,,,,38,1,1,,65720.92
,,,,,,42,1,1,,31002.03
,,,,,,48,3,0,,158248.71
,,,,,,61,1,1,,94677.83
,,,,,,35,2,1,,17257.72
,,,,,,48,1,0,,101397.86
,,,,,,44,2,1,,84870.23
,,,,,,24,1,1,,183515.13
,,,,,,38,1,1,,75969.19
,,,,,,43,2,1,,146379.3
,,,,,,42,1,0,,127154.8
,,,,,,53,1,1,,2019.78
,,,,,,48,2,0,,197885.72
,,,,,,33,2,1,,138017.68
,,,,,,45,1,0,,170984.97
,,,,,,24,2,1,,55859.27
,,,,,,37,2,1,,4459.5
,,,,,,30,2,0,,102135.92
,,,,,,32,1,1,,112771.95
,,,,,,45,1,1,,32903.93
,,,,,,37,1,1,,162260.93
,,,,,,41,1,0,,87959.83
,,,,,,48,1,1,,166476.95
,,,,,,62,2,1,,25438.87
,,,,,,56,1,0,,157230.06
,,,,,,35,2,0,,197305.91
,,,,,,27,2,0,,44435.76
,,,,,,33,1,0,,181051.99
,,,,,,44,1,0,,159069.37
,,,,,,35,2,1,,155485.24
,,,,,,22,1,0,,43852.05
,,,,,,43,1,1,,140071.57
,,,,,,27,2,1,,49089.36
,,,,,,44,2,0,,55893.37
,,,,,,31,2,0,,192660.55
,,,,,,40,2,1,,137028.51
,,,,,,39,1,0,,34430.16
,,,,,,54,1,1,,108409.17
,,,,,,35,1,1,,145325.32
,,,,,,23,1,0,,81425.61
,,,,,,38,2,1,,51553.43
,,,,,,18,2,0,,52795.15
,,,,,,38,2,0,,84270.09
,,,,,,26,1,1,,145011.62
,,,,,,35,1,1,,66245.44
,,,,,,33,2,0,,36446.74
,,,,,,44,1,1,,137136.29
,,,,,,32,1,0,,117323.31
,,,,,,42,1,1,,74157.71
,,,,,,49,1,1,,104253.56
,,,,,,43,2,1,,2748.72
,,,,,,50,1,1,,195937.16
,,,,,,19,2,0,,22101.86
,,,,,,40,1,0,,126535.92
,,,,,,42,1,1,,44692.63
,,,,,,38,1,1,,112442.63
,,,,,,35,2,0,,66331.01
,,,,,,53,1,1,,16657.68
,,,,,,31,2,1,,20081.3
,,,,,,54,2,1,,93820.49
,,,,,,43,2,1,,130795.52
,,,,,,32,2,1,,160129.99
,,,,,,36,1,1,,189969.91
,,,,,,40,1,0,,9712.52
,,,,,,32,2,0,,196062.01
,,,,,,30,1,1,,125710.53
,,,,,,45,2,1,,23054.51
,,,,,,59,2,1,,170679.74
,,,,,,57,1,1,,181258.76
,,,,,,51,1,1,,22835.13
,,,,,,49,1,1,,102397.22
,,,,,,32,2,1,,115950.96
,,,,,,64,2,0,,15876.52
,,,,,,37,4,1,,117690.58
,,,,,,29,2,1,,173792.77
,,,,,,35,1,1,,80992.8
,,,,,,64,2,1,,189398.18
,,,,,,54,1,1,,56787.8
,,,,,,40,1,1,,148309.98
,,,,,,59,1,1,,179673.11
,,,,,,37,2,1,,138470.21
,,,,,,39,1,1,,163798.41
,,,,,,36,1,1,,33693.78
,,,,,,48,2,1,,48545.1
,,,,,,34,1,0,,123427.98
,,,,,,40,1,1,,174183.44
,,,,,,32,2,1,,17938
,,,,,,34,1,1,,90059.04
,,,,,,38,2,1,,137694.23
,,,,,,36,3,1,,65039.9
,,,,,,49,2,0,,162858.29
,,,,,,38,2,1,,35701.06
,,,,,,39,2,1,,18826.06
,,,,,,31,1,1,,130086.47
,,,,,,31,1,0,,143360.56
,,,,,,19,2,1,,159920.92
,,,,,,36,1,1,,12099.67
,,,,,,44,1,1,,53087.98
,,,,,,35,2,1,,142839.82
,,,,,,35,1,1,,178.19
,,,,,,35,2,1,,105618.14
,,,,,,37,2,1,,24734.25
,,,,,,33,2,0,,82245.67
,,,,,,45,2,0,,177695.67
,,,,,,40,3,0,,107961.11
,,,,,,36,2,1,,55207.41
,,,,,,53,2,0,,182633.63
,,,,,,53,1,1,,51587.04
,,,,,,37,2,1,,115403.31
,,,,,,53,1,1,,186392.99
,,,,,,22,1,0,,44374.44
,,,,,,34,2,1,,84033.35
,,,,,,42,1,1,,82276.62
,,,,,,44,2,1,,177528.92
,,,,,,41,1,1,,56850.92
,,,,,,34,1,0,,47972.65
,,,,,,35,2,1,,104982.39
,,,,,,19,1,1,,133535.29
,,,,,,41,1,1,,25571.37
,,,,,,39,2,1,,96075.55
,,,,,,29,1,1,,81634.45
,,,,,,35,1,1,,165008.97
,,,,,,32,1,1,,138191.81
,,,,,,41,2,1,,99136.49
,,,,,,52,1,0,,63584.55
,,,,,,39,2,1,,160532.88
,,,,,,71,1,0,,162683.06
,,,,,,39,1,1,,134878.19
,,,,,,41,2,1,,134626.3
,,,,,,34,2,1,,175480.93
,,,,,,41,1,1,,174337.68
,,,,,,33,1,1,,172524.51
,,,,,,28,2,0,,25395.83
,,,,,,33,1,1,,184856.89
,,,,,,37,1,1,,182624.93
,,,,,,38,2,0,,192505.62
,,,,,,26,2,1,,112507.63
,,,,,,31,1,1,,177295.92
,,,,,,39,2,0,,12465.51
,,,,,,39,2,1,,36122.96
,,,,,,77,1,1,,37836.64
,,,,,,29,2,0,,34747.43
,,,,,,28,2,1,,131097.9
,,,,,,36,1,1,,105280.55
,,,,,,26,1,0,,149653.81
,,,,,,32,2,1,,139390.99
,,,,,,33,2,1,,132436.71
,,,,,,32,4,0,,179705.13
,,,,,,32,1,1,,15796.66
,,,,,,35,1,0,,142754.71
,,,,,,31,1,1,,2578.43
,,,,,,24,1,1,,88992.05
,,,,,,52,1,0,,32936.44
,,,,,,42,2,1,,39122.58
,,,,,,34,1,1,,191092.62
,,,,,,30,2,1,,129149.06
,,,,,,35,2,1,,13218.6
,,,,,,79,1,1,,160589.18
,,,,,,32,1,1,,179657.83
,,,,,,35,1,1,,44335.54
,,,,,,34,2,1,,29217.37
,,,,,,26,1,0,,43651.49
,,,,,,28,2,1,,159654
,,,,,,40,1,0,,17992.94
,,,,,,53,1,1,,141501.45
,,,,,,35,2,1,,93825.78
,,,,,,44,2,1,,41852.24
,,,,,,56,3,0,,97629.31
,,,,,,29,1,1,,37065.66
,,,,,,36,2,0,,38614.69
,,,,,,36,1,1,,87816.86
,,,,,,36,2,1,,184866.86
,,,,,,23,1,0,,160176.47
,,,,,,42,2,0,,164357.1
,,,,,,70,2,1,,17818.33
,,,,,,27,1,1,,142680.64
,,,,,,48,1,1,,85081.09
,,,,,,35,2,1,,176450.19
,,,,,,41,2,1,,121967.88
,,,,,,23,2,0,,127187.04
,,,,,,33,2,0,,108313.34
,,,,,,44,1,1,,57205.55
,,,,,,27,2,0,,157891.86
,,,,,,41,1,1,,86927.53
,,,,,,22,1,1,,107753.07
,,,,,,36,1,1,,82158.14
,,,,,,22,1,1,,29135.89
,,,,,,55,1,0,,17095.49
,,,,,,33,2,1,,100447.53
,,,,,,54,1,1,,83470.4
,,,,,,29,2,1,,121846.81
,,,,,,37,1,1,,129107.59
,,,,,,34,1,1,,54726.43
,,,,,,37,1,1,,116141.72
,,,,,,50,3,1,,124872.42
,,,,,,43,1,0,,186438.86
,,,,,,40,2,1,,134281.11
,,,,,,32,1,1,,91044.47
,,,,,,37,2,1,,74320.75
,,,,,,43,2,1,,9704.66
,,,,,,33,2,0,,128600.49
,,,,,,27,2,0,,6468.24
,,,,,,44,2,0,,57898.58
,,,,,,29,2,0,,192120.66
,,,,,,44,1,1,,164213.53
,,,,,,33,1,1,,117547.76
,,,,,,31,2,1,,26149.25
,,,,,,36,1,1,,9181.66
,,,,,,43,1,1,,166588.76
,,,,,,49,1,1,,195053.58
,,,,,,41,2,1,,85787.31
,,,,,,53,1,1,,102428.51
,,,,,,37,1,1,,71175.94
,,,,,,49,2,0,,166440.32
,,,,,,41,3,1,,148848.76
,,,,,,34,2,1,,140286.69
,,,,,,34,2,1,,104220.5
,,,,,,51,1,0,,70778.63
,,,,,,29,2,1,,65868.28
,,,,,,32,2,0,,171482.56
,,,,,,31,2,1,,143204.41
,,,,,,41,1,1,,28427.84
,,,,,,40,1,1,,78387.32
,,,,,,40,1,0,,161076.92
,,,,,,32,1,1,,54277.45
,,,,,,41,1,1,,137180.95
,,,,,,59,2,0,,21063.71
,,,,,,30,2,1,,152210.81
,,,,,,42,2,0,,88890.75
,,,,,,44,2,1,,190534.76
,,,,,,30,2,1,,83090.35
,,,,,,33,2,0,,141426.78
,,,,,,34,1,1,,51358.66
,,,,,,48,1,1,,88703.04
,,,,,,29,2,1,,116696.77
,,,,,,36,2,1,,7156.09
,,,,,,37,1,1,,49161.12
,,,,,,60,1,1,,126743.33
,,,,,,51,1,1,,65390.46
,,,,,,47,2,1,,138835.91
,,,,,,45,2,1,,36154.66
,,,,,,39,1,0,,59755.14
,,,,,,32,1,1,,125302.64
,,,,,,36,2,1,,94274.72
,,,,,,50,1,1,,102260.16
,,,,,,33,2,1,,136028.97
,,,,,,33,2,1,,110114.38
,,,,,,26,2,1,,100442.22
,,,,,,34,2,0,,193597.94
,,,,,,36,2,0,,1871.25
,,,,,,58,2,1,,42831.11
,,,,,,36,1,1,,182156.86
,,,,,,40,1,0,,151648.66
,,,,,,39,2,1,,146738.83
,,,,,,34,1,1,,12148.2
,,,,,,30,1,1,,118029.09
,,,,,,81,1,1,,50783.88
,,,,,,29,1,0,,129891.66
,,,,,,31,2,1,,9904.63
,,,,,,54,1,1,,63213.31
,,,,,,43,1,0,,137565.87
,,,,,,24,1,1,,17185.95
,,,,,,36,2,0,,143783.46
,,,,,,34,1,0,,36823.28
,,,,,,37,2,0,,154957.66
,,,,,,38,2,0,,31892.82
,,,,,,43,1,1,,191084.4
,,,,,,36,1,0,,179718.17
,,,,,,43,2,1,,159823.16
,,,,,,53,1,0,,114110.97
,,,,,,31,2,1,,60993.23
,,,,,,47,1,1,,66408.01
,,,,,,62,2,1,,136398.9
,,,,,,39,2,1,,140709.25
,,,,,,36,2,0,,8555.73
,,,,,,45,1,1,,115022.94
,,,,,,20,2,0,,187638.34
,,,,,,58,1,1,,3829.13
,,,,,,34,1,0,,119357.93
,,,,,,42,1,1,,192175.52
,,,,,,33,2,1,,128841.31
,,,,,,33,1,0,,150422.35
,,,,,,39,1,1,,188187.05
,,,,,,37,2,1,,1775.52
,,,,,,46,1,1,,85086.78
,,,,,,42,2,1,,3797.79
,,,,,,45,2,1,,150856.38
,,,,,,42,2,0,,90537.47
,,,,,,40,1,1,,166370.81
,,,,,,41,2,1,,178994.13
,,,,,,36,2,1,,195681.43
,,,,,,64,2,1,,53277.15
,,,,,,40,3,1,,172490.78
,,,,,,41,1,0,,11819.84
,,,,,,35,1,1,,82900.25
,,,,,,38,1,1,,82709.8
,,,,,,30,1,1,,180593.45
,,,,,,41,1,1,,172363.41
,,,,,,24,2,1,,91195.12
,,,,,,55,1,0,,108987.25
,,,,,,39,2,1,,44265.28
,,,,,,25,1,1,,116613.26
,,,,,,35,1,1,,148527.56
,,,,,,35,1,0,,84239.46
,,,,,,45,1,1,,62002.04
,,,,,,38,1,1,,46044.48
,,,,,,23,2,0,,169669.33
,,,,,,30,2,1,,156346.84
,,,,,,30,1,1,,157711.18
,,,,,,31,2,1,,89087.4
,,,,,,26,1,1,,8742.36
,,,,,,36,1,1,,117038.96
,,,,,,35,2,1,,164241.67
,,,,,,47,2,0,,137720.56
,,,,,,40,1,1,,106.67
,,,,,,33,1,0,,1539.21
,,,,,,33,1,1,,59659.53
,,,,,,62,3,1,,173586.63
,,,,,,44,1,1,,126033.9
,,,,,,52,1,1,,62808.93
,,,,,,36,2,0,,147007.33
,,,,,,44,2,1,,196261.64
,,,,,,43,1,1,,44560.17
,,,,,,40,1,1,,18917.95
,,,,,,38,2,1,,4525.4
,,,,,,68,2,0,,93112.2
,,,,,,35,2,1,,9658.41
,,,,,,43,2,1,,182627.25
,,,,,,36,1,1,,13177.4
,,,,,,57,1,1,,43568.31
,,,,,,48,1,0,,117830.57
,,,,,,37,2,1,,117396.25
,,,,,,46,3,0,,96929.24
,,,,,,36,1,1,,36275.94
,,,,,,33,2,1,,116706
,,,,,,49,4,1,,168080.53
,,,,,,47,1,1,,25887.89
,,,,,,40,2,1,,122488.59
,,,,,,40,1,1,,113171.61
,,,,,,35,2,0,,100365.51
,,,,,,50,2,0,,124151.37
,,,,,,29,2,1,,112664.24
,,,,,,34,2,1,,183494.87
,,,,,,51,1,1,,198810.65
,,,,,,53,1,0,,131259.6
,,,,,,68,1,0,,116471.14
,,,,,,29,1,1,,15336.4
,,,,,,45,2,1,,99593.28
,,,,,,40,1,1,,170514.21
,,,,,,44,1,1,,34265.08
,,,,,,37,2,0,,106977.53
,,,,,,44,2,0,,164287.86
,,,,,,37,2,1,,25292.53
,,,,,,38,1,1,,51820.87
,,,,,,38,2,1,,81452.29
,,,,,,33,2,1,,1354.25
,,,,,,34,1,1,,71379.92
,,,,,,46,2,1,,154137.33
,,,,,,61,1,1,,64308.49
,,,,,,29,2,1,,31613.35
,,,,,,34,1,1,,27738.01
,,,,,,59,1,0,,163570.25
,,,,,,38,1,1,,193878.51
,,,,,,63,1,0,,147545.65
,,,,,,38,2,1,,195906.59
,,,,,,50,2,0,,178458.86
,,,,,,29,2,1,,156125.72
,,,,,,33,2,1,,11159.19
,,,,,,44,2,0,,45738.94
,,,,,,30,2,0,,140650.19
,,,,,,29,3,1,,4733.94
,,,,,,25,1,0,,10579.72
,,,,,,26,2,1,,179655.87
,,,,,,42,1,1,,77502.56
,,,,,,38,1,0,,145759.93
,,,,,,32,1,1,,56246.72
,,,,,,36,1,1,,151335.24
,,,,,,38,1,0,,179833.45
,,,,,,28,1,0,,191627.85
,,,,,,36,1,0,,173016.46
,,,,,,31,2,1,,58469.75
,,,,,,23,1,0,,28038.28
,,,,,,46,3,1,,159576.75
,,,,,,37,2,0,,151280.96
,,,,,,29,2,1,,139953.94
,,,,,,35,1,1,,105407.79
,,,,,,42,2,1,,56865.62
,,,,,,41,1,1,,198072.16
,,,,,,41,2,0,,137791.18
,,,,,,47,2,1,,103787.28
,,,,,,27,1,1,,30912.89
,,,,,,26,2,1,,78651.55
,,,,,,45,1,1,,123309.57
,,,,,,79,1,1,,174118.93
,,,,,,29,2,0,,85736.26
,,,,,,42,2,0,,121138.77
,,,,,,35,2,1,,84199.78
,,,,,,29,1,0,,181224.56
,,,,,,34,2,0,,141230.07
,,,,,,38,1,0,,158111.71
,,,,,,25,1,1,,130639.01
,,,,,,37,2,1,,17040.82
,,,,,,34,2,1,,25662.27
,,,,,,35,1,1,,193360.69
,,,,,,37,2,1,,121485.1
,,,,,,29,2,1,,162452.65
,,,,,,31,1,1,,141137.53
,,,,,,41,3,0,,185541.2
,,,,,,38,1,1,,118383.18
,,,,,,49,1,1,,8214.41
,,,,,,49,2,1,,46521.45
,,,,,,50,2,0,,10772.13
,,,,,,43,1,1,,199290.68
,,,,,,42,3,1,,85983.54
,,,,,,45,1,0,,129870.93
,,,,,,30,2,0,,63158.22
,,,,,,43,2,1,,171070.52
,,,,,,39,2,1,,53222.15
,,,,,,55,3,1,,179834.45
,,,,,,37,1,1,,114514.64
,,,,,,46,1,0,,139162.15
,,,,,,29,1,0,,50249.16
,,,,,,20,2,1,,113469.65
,,,,,,29,2,1,,147484.13
,,,,,,45,1,0,,191448.96
,,,,,,26,2,1,,119381.41
,,,,,,58,2,1,,33277.31
,,,,,,20,2,0,,73107.53
,,,,,,58,1,1,,96590.39
,,,,,,44,1,0,,6923.11
,,,,,,51,1,1,,176403.33
,,,,,,32,1,1,,64349.6
,,,,,,37,1,1,,116097.26
,,,,,,55,1,1,,29861.13
,,,,,,28,1,1,,48426.98
,,,,,,33,1,1,,32770.56
,,,,,,26,2,0,,117060.2
,,,,,,28,1,1,,136197.65
,,,,,,47,1,1,,27438.83
,,,,,,60,1,0,,192156.54
,,,,,,49,3,1,,69409.37
,,,,,,38,1,1,,58440.43
,,,,,,31,2,0,,192519.39
,,,,,,40,1,1,,144874.67
,,,,,,37,2,1,,175373.46
,,,,,,26,1,1,,440.2
,,,,,,35,2,0,,76637.38
,,,,,,27,1,1,,49480.66
,,,,,,29,1,0,,10417.87
,,,,,,46,1,1,,67976.57
,,,,,,54,1,0,,140929.98
,,,,,,54,2,0,,47139.06
,,,,,,38,2,0,,126241.4
,,,,,,38,2,0,,22614.19
,,,,,,42,1,1,,48498.19
,,,,,,38,2,0,,103511.26
,,,,,,40,1,1,,122073.48
,,,,,,66,1,1,,65535.56
,,,,,,37,1,0,,160060.9
,,,,,,55,1,1,,155879.57
,,,,,,40,2,0,,194416.58
,,,,,,64,2,1,,21630.21
,,,,,,51,4,1,,157143.61
,,,,,,34,1,0,,52796.31
,,,,,,47,1,1,,121798.52
,,,,,,29,2,0,,41104.82
,,,,,,32,2,1,,10604.48
,,,,,,48,2,0,,78563.66
,,,,,,31,1,1,,170821.43
,,,,,,25,1,1,,113266.09
,,,,,,38,1,1,,171768.76
,,,,,,32,2,0,,54416.18
,,,,,,38,1,1,,130755.34
,,,,,,70,2,1,,141180.66
,,,,,,49,1,0,,183421.76
,,,,,,37,1,1,,132770.11
,,,,,,35,1,1,,24400.37
,,,,,,36,2,1,,180318.6
,,,,,,29,2,1,,111565.45
,,,,,,42,2,0,,2002.5
,,,,,,42,2,0,,82565.01
,,,,,,33,1,0,,121789.3
,,,,,,50,1,1,,193785.87
,,,,,,55,1,1,,64593.07
,,,,,,69,1,1,,196993.69
,,,,,,44,2,1,,175518.31
,,,,,,46,1,0,,17268.02
,,,,,,31,2,1,,60901.72
,,,,,,36,2,1,,100750.03
,,,,,,36,2,1,,195224.91
,,,,,,33,1,0,,3510.18
,,,,,,43,1,1,,81250.79
,,,,,,29,2,1,,91844.14
,,,,,,30,1,1,,80676.83
,,,,,,31,2,1,,129912.74
,,,,,,31,2,1,,142029.17
,,,,,,39,2,1,,137651.6
,,,,,,37,2,1,,33877.29
,,,,,,38,1,1,,78744.39
,,,,,,34,2,1,,96734.46
,,,,,,29,2,1,,164756.81
,,,,,,28,1,1,,164394.65
,,,,,,27,1,0,,162501.83
,,,,,,22,2,0,,10541.38
,,,,,,34,2,1,,59325.21
,,,,,,43,2,0,,178187.28
,,,,,,35,1,1,,142626.49
,,,,,,31,1,1,,181893.31
,,,,,,38,2,0,,156858.2
,,,,,,28,2,1,,33074.51
,,,,,,39,1,1,,50072.94
,,,,,,32,2,1,,111340.36
,,,,,,30,2,0,,100496.84
,,,,,,30,3,1,,101371.05
,,,,,,41,2,0,,180934.67
,,,,,,36,2,1,,105152.17
,,,,,,58,1,1,,706.5
,,,,,,39,2,1,,101168.9
,,,,,,29,1,1,,6795.61
,,,,,,27,2,0,,196111.35
,,,,,,38,1,1,,171960.76
,,,,,,22,1,1,,177497.4
,,,,,,71,2,0,,147995.96
,,,,,,40,1,0,,36209.1
,,,,,,27,2,1,,143614.01
,,,,,,42,2,1,,14828.54
,,,,,,36,1,1,,154775.7
,,,,,,22,1,1,,70529
,,,,,,30,1,1,,57896.27
,,,,,,33,1,1,,69759.91
,,,,,,28,1,1,,89938.08
,,,,,,38,1,1,,89578.32
,,,,,,37,2,1,,73464.88
,,,,,,38,2,1,,138542.87
,,,,,,38,1,1,,161888.63
,,,,,,35,2,0,,86937.2
,,,,,,22,2,1,,42241.54
,,,,,,55,1,0,,121207.66
,,,,,,29,1,1,,102930.46
,,,,,,57,2,1,,65121.63
,,,,,,24,1,0,,78498.04
,,,,,,43,1,1,,104769.96
,,,,,,28,1,1,,96498.14
,,,,,,20,2,1,,38691.34
,,,,,,38,1,1,,164804.02
,,,,,,37,3,1,,104152.65
,,,,,,29,2,1,,88866.92
,,,,,,22,1,1,,129890.94
,,,,,,72,1,0,,179258.67
,,,,,,43,1,1,,72051.44
,,,,,,66,2,1,,74580.8
,,,,,,39,1,1,,123995.15
,,,,,,23,2,1,,38960.59
,,,,,,29,1,0,,94951.27
,,,,,,35,2,1,,56642.97
,,,,,,40,2,1,,50783.1
,,,,,,38,3,1,,9149.96
,,,,,,46,1,1,,21006.1
,,,,,,49,1,1,,33759.41
,,,,,,41,1,1,,196622.28
,,,,,,68,4,1,,176353.87
,,,,,,29,2,1,,176943.59
,,,,,,26,1,1,,177966.24
,,,,,,30,1,1,,162198.32
,,,,,,44,1,0,,197643.24
,,,,,,24,1,1,,60420.07
,,,,,,41,2,0,,70550
,,,,,,40,1,1,,198798.44
,,,,,,37,1,1,,126310.39
,,,,,,43,2,1,,64515.5
,,,,,,38,2,1,,158580.05
,,,,,,32,2,1,,129353.21
,,,,,,59,1,1,,137273.97
,,,,,,39,1,1,,171575.54
,,,,,,44,1,0,,96528
,,,,,,24,2,0,,64421.02
,,,,,,39,2,1,,158444.61
,,,,,,44,2,1,,66548.58
,,,,,,27,2,0,,108008.05
,,,,,,20,1,1,,128268.39
,,,,,,63,2,1,,37464
,,,,,,48,1,0,,157381.14
,,,,,,31,3,1,,194257.11
,,,,,,38,1,1,,139059.05
,,,,,,52,1,0,,40893.61
,,,,,,35,2,1,,40261.49
,,,,,,26,1,1,,46203.31
,,,,,,30,1,1,,13126.9
,,,,,,41,2,1,,165675.01
,,,,,,44,3,0,,5459.07
,,,,,,27,2,1,,131919.48
,,,,,,31,1,1,,182372.35
,,,,,,26,2,1,,147600.54
,,,,,,28,2,0,,92865.41
,,,,,,34,1,1,,67142.97
,,,,,,33,2,1,,65611.01
,,,,,,40,1,1,,138564.48
,,,,,,47,1,1,,187391.02
,,,,,,32,1,1,,33656.35
,,,,,,43,2,1,,100618.17
